update,mean_reward,std_reward,nz_frac,approx_kl,entropy_mean,policy_loss,value_loss,num_batches,rollout_steps,decision_steps,grad_norm,early_stop,last20_reward,best_reward,best_update,mask_mean,atype_dist,reward_comp
73,0.043824,0.237177,0.988281,0.006350,0.099604,-0.782388,0.801125,4,256,13,0.240677,0,0.052958,0.080487,57,0.074219,"{0: 244, 5: 3, 2: 1, 1: 2, 3: 2, 10: 1, 11: 1, 6: 1, 9: 1}","{'asset_gained': 25.1953125, 'asset_reward': 0.025195312499999997, 'production_start_reward': 0.015625, 'production_active_reward': 0.00529296875, 'production_cancel_penalty': 0.0022890625000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04382421874999999, 'seeded_bootstrap': 1.0}"
74,0.044915,0.187492,0.996094,0.009661,0.110113,-0.879465,0.332620,4,256,18,0.344535,0,0.053041,0.080487,57,0.071615,"{0: 241, 10: 3, 3: 2, 11: 3, 2: 1, 9: 4, 1: 2}","{'asset_gained': 20.703125, 'asset_reward': 0.020703125, 'production_start_reward': 0.020149739583333333, 'production_active_reward': 0.00865234375, 'production_cancel_penalty': 0.00458984375, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04491536458333334, 'seeded_bootstrap': 1.0}"
75,0.055935,0.194002,0.996094,0.011299,0.165426,-0.493271,0.608376,4,256,27,0.177357,0,0.053095,0.080487,57,0.080295,"{0: 233, 5: 2, 9: 11, 2: 1, 11: 3, 10: 4, 1: 2}","{'asset_gained': 24.0234375, 'asset_reward': 0.0240234375, 'production_start_reward': 0.030497395833333333, 'production_active_reward': 0.00916015625, 'production_cancel_penalty': 0.007746093750000001, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.05593489583333334}"
76,0.047285,0.279729,0.976562,0.019623,0.096848,0.365431,0.236049,4,256,12,0.525217,0,0.053082,0.080487,57,0.073785,"{0: 245, 8: 1, 3: 2, 2: 4, 5: 1, 1: 3}","{'asset_gained': 32.8125, 'asset_reward': 0.032812499999999994, 'production_start_reward': 0.01171875, 'production_active_reward': 0.004667968749999999, 'production_cancel_penalty': 0.0019140625000000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04728515624999999, 'seeded_bootstrap': 1.0}"
77,0.033363,0.229214,0.992188,0.010304,0.048344,-0.318955,0.696085,4,256,6,0.239898,0,0.050726,0.080487,57,0.064670,"{0: 251, 2: 3, 1: 2}","{'asset_gained': 21.875, 'asset_reward': 0.021875, 'production_start_reward': 0.0078125, 'production_active_reward': 0.0048242187499999995, 'production_cancel_penalty': 0.0011484375000000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.033363281249999995, 'seeded_bootstrap': 1.0}"
78,0.064422,0.289479,0.945312,0.025156,0.204463,-0.335484,0.826658,4,256,28,0.128511,0,0.052115,0.080487,57,0.091580,"{0: 230, 2: 9, 1: 2, 3: 4, 5: 1, 6: 2, 11: 2, 9: 2, 10: 4}","{'asset_gained': 37.5, 'asset_reward': 0.0375, 'production_start_reward': 0.0251171875, 'production_active_reward': 0.006328124999999999, 'production_cancel_penalty': 0.0045234375000000005, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.06442187499999999, 'seeded_bootstrap': 1.0}"
79,0.043163,0.231861,0.988281,0.013824,0.126189,0.549019,0.307461,4,256,18,0.202098,0,0.051946,0.080487,57,0.076823,"{0: 239, 10: 2, 1: 4, 11: 2, 9: 3, 2: 6}","{'asset_gained': 31.0546875, 'asset_reward': 0.031054687499999997, 'production_start_reward': 0.009865885416666668, 'production_active_reward': 0.00708984375, 'production_cancel_penalty': 0.0048476562499999995, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.04316276041666666, 'seeded_bootstrap': 1.0}"
80,0.042703,0.237782,0.984375,0.011012,0.096259,-0.151067,0.563319,4,256,13,0.036964,0,0.051390,0.080487,57,0.073134,"{0: 246, 1: 2, 2: 2, 5: 1, 3: 2, 9: 2, 10: 1}","{'asset_gained': 24.21875, 'asset_reward': 0.02421875, 'production_start_reward': 0.015625, 'production_active_reward': 0.005117187499999999, 'production_cancel_penalty': 0.0022578125000000003, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.042703124999999995, 'seeded_bootstrap': 1.0}"
81,0.053758,0.237704,0.968750,0.020419,0.169439,0.505863,0.454801,4,256,26,0.526407,0,0.050366,0.080487,57,0.082031,"{0: 233, 11: 2, 10: 5, 5: 4, 9: 5, 2: 5, 3: 1, 1: 1}","{'asset_gained': 30.46875, 'asset_reward': 0.030468749999999996, 'production_start_reward': 0.019789062500000003, 'production_active_reward': 0.008749999999999999, 'production_cancel_penalty': 0.00525, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.053757812499999995, 'seeded_bootstrap': 1.0}"
82,0.030293,0.226689,1.000000,0.002491,0.024352,1.985701,0.263384,4,256,3,0.008889,0,0.050366,0.080487,57,0.060113,"{0: 253, 1: 1, 2: 2}","{'asset_gained': 20.703125, 'asset_reward': 0.020703125, 'production_start_reward': 0.005859375, 'production_active_reward': 0.0048828125, 'production_cancel_penalty': 0.0011523437500000002, 'idle_cash_penalty': 0.0, 'power_deficit_penalty': 0.0, 'total': 0.030292968749999996}"
